Unit	Greek (full — Bekker text)	Arabic (full — Tkatsch)	Gk:Ar	Align.	Rendering	Concern / note
12.3	Μέρη δὲ τραγῳδίας, οἷς μὲν δεῖ χρῆσθαι, πρότερον εἴπαμεν, κατὰ δὲ τὸ ποσὸν καὶ εἰς ἃ διαιρεῖται κεχωρισμένα, ταῦτ᾿ ἐστίν.	‏فاما اجزا صناعة المديح التى ينبغى ان تستعمل فقد خبرنا بها فيما تقدم واما التى بحسب المقدار وانه الى كم جزو يجب ان ينقسم الٮلحيص فهى هذه وهى التى *طں فى بعضها طٮا وبعضها التى يحترس بها عند تركيب الخرافات	1:1	Medium	Moderate	recap; Arabic tail anticipates ch.13 (textual overlap)
— CHAPTER 13  (Greek 14 · Arabic 14 units) —						
13.1	Ὧν δὲ δεῖ στοχάζεσθαι καὶ ἃ δεῖ εὐλαβεῖσθαι συνιστάντας τοὺς μύθους, καὶ πόθεν ἔσται τὸ τῆς τραγῳδίας ἔργον, ἐφεξῆς ἂν εἴη λεκτέον τοῖς νῦν εἰρημένοις.	‏فاما من اى موضع يوجد عمل صناعة المديح فنحن مخبرون فيما بعد ونضيف ذلك الى ما تقدم فقيل	1:1	Medium	Moderate	'what to aim at / avoid' compressed
13.2	Ἐπειδὴ οὖν δεῖ τὴν σύνθεσιν εἶναι τῆς καλλίστης τραγῳδίας μὴ ἁπλῆν ἀλλὰ πεπλεγμένην, καὶ ταύτην φοβερῶν καὶ ἐλεεινῶν εἶναι μιμητικήν (τοῦτο γὰρ ἴδιον τῆς τοιαύτης μιμήσεώς ἐστιν), πρῶτον μὲν δῆλον ὅτι οὔτε τοὺς ἐπιεικεῖς ἄνδρας δεῖ μεταβάλλοντας φαίνεσθαι ἐξ εὐτυχίας εἰς δυστυχίαν (οὐ γὰρ φοβερὸν οὐδὲ ἐλεεινὸν τοῦτο, ἀλλὰ μιαρόν ἐστιν) οὔτε τοὺς μοχθηροὺς ἐξ ἀτυχίας εἰς εὐτυχίαν (ἀτραγῳδότατον γὰρ τοῦτ᾿ ἐστὶ πάντων· οὐδὲν γὰρ ἔχει ὧν δεῖ· οὔτε γὰρ φιλάνθρωπον οὔτε ἐλεεινὸν οὔτε φοβερόν ἐστιν), οὐδ᾿ αὖ τὸν σφόδρα πονηρὸν ἐξ εὐτυχίας εἰς δυστυχίαν μεταπίπτειν.	‏ومن قبل ان تركب المديح ينبغى ان يكون غير بسيط بل مزوج وان يكون هذا من اشيا مخوفة محزنة [حرقه مملوه حزنا] وان يكون محاكى لهذه اذ كان هذا هو خاصة المحاكاة لمثل هذه فهو ظاهر اولا انه ليس يسهل ولا على الرجال الانجاد ان تروى دايما فى التغير من الفلاح الى لافلاح وذلك ان هذا ليس هو مخوف ولا صعب لكن لهذه الى دٯلها ولا ايضا يروى للتعبين من لافلاح الى فلاح ونجح ذلك ان هذه باجمعها هى غير مديحية وذلك ان ليس فيها شى مما يجب لا التى لمحبة الانسانية ولا التى للحزن ولا ايضا هى مخوفة ولا ايضا هى للذين هم ارديا جدا من فلاح الى لافلاح ان يسقطون	1:1	High	Moderate	the three rejected plot-types; Tkatsch bracket supplement
13.3	Τὸ μὲν γὰρ φιλάνθρωπον ἔχοι ἂν ἡ τοιαύτη σύστασις, ἀλλ᾿ οὔτε ἔλεον οὔτε φόβον· ὁ μὲν γὰρ περὶ τὸν ἀνάξιόν ἐστι δυστυχοῦντα, ὁ δὲ περὶ τὸν ὅμοιον, ἔλεος μὲν περὶ τὸν ἀνάξιον, φόβος δὲ περὶ τὸν ὅμοιον, ὥστε οὔτε ἐλεεινὸν οὔτε φοβερὸν ἔσται τὸ συμβαῖνον.	‏وذلك ان التى لمحبة الانسانية فلها قوام مثل هذا ولا ايضا الحزن *الـ*وف ايضا ***ك انه اما ذاك هو الى من لا يستحق عند ما لا يصلح واما هذا ڡالٮى من يشتبهه اخر اما هذا الى من لا يستحق واما الخوف فالى من الشبيه فاذا ما يعرض ليس هو لا للخوف ولا للحزن	1:1	High	Severe	philanthropon=maḥabbat al-insāniyya; eleos=ḥuzn; lacunae ***
13.4	Ὁ μεταξὺ ἄρα τούτων λοιπός.	‏فبقى اذا المتوسط بين هذين هو هذا	1:1	High	Clean	'the intermediate is left'
13.5	Ἔστι δὲ τοιοῦτος ὁ μήτε ἀρετῇ διαφέρων καὶ δικαιοσύνῃ, μήτε διὰ κακίαν καὶ μοχθηρίαν μεταβάλλων εἰς τὴν δυστυχίαν ἀλλὰ δι᾿ ἁμαρτίαν τινά, τῶν ἐν μεγάλῃ δόξῃ ὄντων καὶ εὐτυχίᾳ, οἷον Οἰδίπους καὶ Θυέστης καὶ οἱ ἐκ τῶν τοιούτων γενῶν ἐπιφανεῖς ἄνδρες.	‏اعنى الذى لا فرق فيه لا فى الفضيلة والعدل ولا ايضا يميل الى لافلاح ولانجح بسبب الجور والتعب بل بسبب خطا ما وذلك الذين هم فى جلالة عظيمة وفى نجاح وفلاح بمنزلة اوديفوس وثواسطس وهولا الذين هم من قبل هذه الاحساب ومشهورين	1:1	High	Moderate	hamartia=khaṭaʾ; Oedipus=awdīfūs; Thyestes=thawāsṭus
13.6	Ἄνάγκη ἄρα τὸν καλῶς ἔχοντα μῦθον ἁπλοῦν εἶναι μᾶλλον ἢ διπλοῦν, ὥσπερ τινές φασιν, καὶ μεταβάλλειν οὐκ εἰς εὐτυχίαν ἐκ δυστυχίας ἀλλὰ τοὐναντίον ἐξ εὐτυχίας εἰς δυστυχίαν, μὴ διὰ μοχθηρίαν ἀλλὰ δι᾿ ἁμαρτίαν μεγάλην, ἢ οἵου εἴρηται, ἢ βελτίονος μᾶλλον ἢ χείρονος.	‏والخرافة التى تجرى على الاجود فلا تخلوا من ان تكون كما قال قوم بسيطة واما مركبة وان تغير لا من لا فلاح من فلاح لكن بالعكس اعنى من الفلاح الى لا فلاح لا بسبب التعب لكن بسب خطا وذلك عظيم او مثل التى قيلت الافاضل خاصة اكثر من الارذال	1:1	High	Moderate	haploun/diploun=basīṭa/murakkaba; possible simple/complex polarity to check
13.7	Σημεῖον δὲ καὶ τὸ γιγνόμενον· πρὸ τοῦ μὲν γὰρ οἱ ποιηταὶ τοὺς τυχόντας μύθους ἀπηρίθμουν, νῦν δὲ περὶ ὀλίγας οἰκίας αἱ κάλλισται τραγῳδίαι συντίθενται, οἷον περὶ Ἀλκμαίωνα καὶ Οἰδίπουν καὶ Ὀρέστην καὶ Μελέαγρον καὶ Θυέστην καὶ Τήλεφον, καὶ ὅσοις ἄλλοις συμβέβηκεν ἢ παθεῖν δεινὰ ἢ ποιῆσαι.	‏والدليل على ذلك ما يكون واولا كانوا يحصون الخرافات الذين يوجدون لكميا يطنون واما الان فقد تركب المديحات قليلا عند البيوت مثل ما كان بسبب القامان واوديفوس واورسطس ومالاغرس وثواسطس وطيلافس وساير القوم الاخر كم كان مبلغهم ممن مرت به مصايب ونابته النوايب ان ينفعلوا ويفعلوا اشيا صعبة	1:1	High	Moderate	Alkmaion=al-qāmān; Meleagros=mālāghrus; Thyestes; Telephos=ṭīlāfs
13.8	Ἡ μὲν οὖν κατὰ τὴν τέχνην καλλίστη τραγῳδία ἐκ ταύτης τῆς συστάσεώς ἐστιν.	‏واما المديح الحسن الذى يكون بصناعة هو هذا التركيب	1:1	High	Clean	
13.9	Διὸ καὶ οἱ Εὐριπίδῃ ἐγκαλοῦντες τὸ αὐτὸ ἁμαρτάνουσιν, ὅτι τοῦτο δρᾷ ἐν ταῖς τραγῳδίαις καὶ πολλαὶ αὐτοῦ εἰς δυστυχίαν τελευτῶσιν.	‏ولذلك قد يخطى الذين يلزمون اوريفيدس اللوم من قبل انه جعل مدايحه على هذا الضرب وذلك ان كثيرا مما يوول بالامر الى لافلاح ولانجاح والى شقا البخوت	1:1	High	Moderate	Euripides=awrīfīds
13.10	Τοῦτο γάρ ἐστιν, ὥσπερ εἴρηται, ὀρθόν.	‏وذلك كما قلنا	1:1	Medium	Moderate	'this is correct (orthon)' — orthon=mustaqīm bleeds into next unit
13.11	Σημεῖον δὲ μέγιστον· ἐπὶ γὰρ τῶν σκηνῶν καὶ τῶν ἀγώνων τραγικώταται αἱ τοιαῦται φαίνονται, ἂν κατορθωθῶσιν, καὶ ὁ Εὐριπίδης, εἰ καὶ τὰ ἄλλα μὴ εὖ οἰκονομεῖ, ἀλλὰ τραγικώτατός γε τῶν ποιητῶν φαίνεται.	‏واعظم الدلايل على ذلك مما هو مستقيم ان هذه الاشيا التى تكون من الجهادات ومن المسكن ترى بهذه الحال غير ان هولا يصلحون الخطا وان كان اوريفيدس دبر هذه الاشيا تدبيرا حسنا الا انه قد يرى انه ادخل فى باب المدايح من الشعرا الاخر	1:1	High	Moderate	Euripides 'most tragic'; theatron/agōn
13.12	Δευτέρα δ᾿ ἡ πρώτη λεγομένη ὑπό τινων ἐστὶ σύστασις, ἡ διπλῆν τε τὴν σύστασιν ἔχουσα, καθάπερ ἡ Ὀδύσσεια, καὶ τελευτῶσα ἐξ ἐναντίας τοῖς βελτίοσι καὶ χείροσιν.	‏واما القوام الثانى فقد يقول فيها بعض الٯوام انها اولى وهى مضاعفة فى قوامها بمنزلة التدوين الذى للجوهر واذا حصلت على جهة الرواية من التضاد فقد يظن بها انها للافاضل جدا والارذال	1:1	Medium	Severe	Odyssey→'al-tadwīn alladhī li-l-jawhar' (garbled)
13.13	Δοκεῖ δὲ εἶναι πρώτη διὰ τὴν τῶν θεάτρων ἀσθένειαν· ἀκολουθοῦσι γὰρ οἱ ποιηταὶ κατ᾿ εὐχὴν ποιοῦντες τοῖς θεαταῖς.	‏فاما الاولى فبسبب ضعف المعروف ٮٮيطر او اما الشعرا فعندما يجعلونها للناظرين موضع الدعا	1:1	High	Moderate	theatron=al-nāẓirīn; astheneia=ḍaʿf
13.14	Ἔστι δὲ οὐχ αὕτη ἀπὸ τραγῳδίας ἡδονή, ἀλλὰ μᾶλλον τῆς κωμῳδίας οἰκεία· ἐκεῖ γάρ, ἂν οἱ ἔχθιστοι ὦσιν ἐν τῷ μύθῳ, οἷον Ὀρέστης καὶ Αἴγισθος, φίλοι γενόμενοι ἐπὶ τελευτῆς ἐξέρχονται, καὶ ἀποθνήσκει οὐδεὶς ὑπ᾿ οὐδενός.	‏وليس هذه هى اللذة من صناعة المديح لكنها اكثر مناسبة لصناعة الهجا وذلك ان هنالك فالاعدا والمبغضون هم الذين يوجدون فى الخرافة بمنزلة اوسطس والسطس اللذين عند ما صارا اصدقا فى اخر الامر قد تبديا وڡعال فيهما فى القينة امر الميتة لا واحد من رفيقه وقرينه	1:1	High	Moderate	comedy→hijāʾ; Orestes=usṭus; Aegisthus=al-sṭus
— CHAPTER 14  (Greek 23 · Arabic 23 units) —						
14.1	Ἔστι μὲν οὖν τὸ φοβερὸν καὶ ἐλεεινὸν ἐκ τῆς ὄψεως γίνεσθαι, ἔστι δὲ καὶ ἐξ αὐτῆς τῆς συστάσεως τῶν πραγμάτων, ὅπερ ἐστὶ πρότερον καὶ ποιητοῦ ἀμείνονος.	‏فاما كون الذى للخوف والحزن فانما يحصل من البصر وقد يوجد شى ما من قوام الامور ما هو منذ قديم الدهر وهو لشاعر حاذق	1:1	High	Moderate	
14.2	Δεῖ γὰρ καὶ ἄνευ τοῦ ὁρᾶν οὕτω συνεστάναι τὸν μῦθον ὥστε τὸν ἀκούοντα τὰ πράγματα γινόμενα καὶ φρίττειν καὶ ἐλεεῖν ἐκ τῶν συμβαινόντων· ἅπερ ἂν πάθοι τις ἀκούων τὸν τοῦ Οἰδίποδος μῦθον.	‏وقد ينبغى ان تقوم الخرافة على هذا النحو من غير ابصار حتى يكون السامع للامور يفزع وٮٮٮهى ويناله حزن عند ما يسمع خرافة اوريڡٮدس	1:1	High	Severe	Oedipus' story → 'khurāfat Awrīfīds' (name confusion w/ Euripides)
14.3	Τὸ δὲ διὰ τῆς ὄψεως τοῦτο παρασκευάζειν ἀτεχνότερον καὶ χορηγίας δεόμενόν ἐστιν.	‏من النوايب التى ينفعل بها الانسان وان كان ذلك الشاعر انما اصلح هذا بالبصر وعلى انه بلا صناعة وما هو محتاج الى ماده	1:1	Medium	Moderate	choregia=māda
14.4	Οἱ δὲ μὴ τὸ φοβερὸν διὰ τῆς ὄψεως ἀλλὰ τὸ τερατῶδες μόνον παρασκευάζοντες οὐδὲν τραγῳδίᾳ κοινωνοῦσιν· οὐ γὰρ πᾶσαν δεῖ ζητεῖν ἡδονὴν ἀπὸ τραγῳδίας, ἀλλὰ τὴν οἰκείαν.	‏ومنهم من يعد بالبصر لا التى هى الخوف لكن التى هى للتعجب فقط من حيث لا يشاركون صناعة المديح بشى من الاشيا وذلك انه ليس ينبغى ان يطلب من صناعة المديح كل لذة لكن الٮٮاسٮ	1:1	High	Moderate	teratōdes=al-taʿajjub; oikeian garbled
14.5	Ἐπεὶ δὲ τὴν ἀπὸ ἐλέου καὶ φόβου διὰ μιμήσεως δεῖ ἡδονὴν παρασκευάζειν τὸν ποιητήν, φανερὸν ὡς τοῦτο ἐν τοῖς πράγμασιν ἐμποιητέον.	‏فاما فى تلك التى يعدها الشاعر بالمحاكاة التى تكون بسبب اللذة من غير حزن وخوف فهو معلوم قادر هذه الخلة ينبغى ان يفعلها فى الامر	1:1	Medium	Severe	pleasure 'from pity and fear' → 'without grief and fear' (inversion)
